t_seconds,value_ut
0.000000000,44.850000
0.010714835,45.300000
0.021149226,45.300000
0.030187573,44.850000
0.040147007,44.700000
0.048978375,44.100000
0.058944586,45.450000
0.068541329,44.850000
0.077558328,45.750000
0.087076649,44.550000
0.097574170,44.850000
0.108533025,44.700000
0.117206245,45.000000
0.127115962,45.300000
0.136012837,45.150000
0.147523137,45.150000
0.156132984,45.150000
0.167268586,44.400000
0.175908566,45.600000
0.187398865,45.750000
0.196540097,45.000000
0.205470389,45.000000
0.215845770,45.300000
0.226098912,44.850000
0.237360763,45.900000
0.248196835,44.850000
0.257275908,45.000000
0.267766926,45.450000
0.277722908,45.150000
0.288100666,43.950000
0.296864967,43.950000
0.308428070,44.400000
0.317061276,45.900000
0.327995782,45.000000
0.338452256,44.700000
0.350054117,45.750000
0.360914487,44.550000
0.369591883,44.850000
0.380246937,45.000000
0.388918571,44.550000
0.398131186,43.650000
0.407091973,43.950000
0.418131334,45.000000
0.427870493,44.550000
0.438480977,44.400000
0.447960531,44.400000
0.458682170,44.700000
0.470162938,45.300000
0.479796121,45.000000
0.490727797,44.850000
0.499910287,44.400000
0.511369236,45.900000
0.520850821,45.000000
0.531044779,44.700000
0.541037863,46.050000
0.552625468,44.550000
0.561430265,45.600000
0.571990999,45.300000
0.580585565,45.750000
0.589581767,44.850000
0.598664979,45.300000
0.609020912,46.050000
0.619886757,45.300000
0.630360764,44.100000
0.641693760,44.700000
0.653292440,44.400000
0.662170014,45.600000
0.672767992,45.000000
0.681691711,45.450000
0.690930162,44.850000
0.699947760,44.850000
0.709226082,45.000000
0.719870882,44.700000
0.730612732,45.300000
0.741618121,45.000000
0.751577168,45.600000
0.762935745,45.150000
0.772422478,44.550000
0.783885430,44.700000
0.794587068,45.000000
0.804137979,44.550000
0.814409547,44.250000
0.823016226,45.150000
0.832483042,44.700000
0.842121233,44.550000
0.851667312,45.150000
0.861519882,45.000000
0.870558899,45.300000
0.880415836,44.550000
0.891061233,44.850000
0.899874532,44.850000
0.908650975,45.150000
0.918756458,44.700000
0.928499873,45.600000
0.937433739,44.850000
0.946632174,44.400000
0.955496439,44.850000
0.966704438,45.000000
0.976850112,44.400000
0.986206332,45.000000
0.996867904,44.850000
1.005563035,44.850000
1.016940339,44.550000
1.025631436,45.450000
1.036883514,44.850000
1.047628244,45.000000
1.057685913,45.300000
1.068285517,44.550000
1.079712832,45.150000
1.091254992,44.850000
1.099885055,45.150000
1.109402500,45.150000
1.118655927,44.550000
1.127339730,45.300000
1.136207108,45.000000
1.147138974,44.700000
1.157252593,46.200000
1.166916573,44.700000
1.176488154,44.850000
1.187404356,45.750000
1.197313043,44.700000
1.207651974,45.000000
1.218633466,44.850000
1.227595209,45.450000
1.238433005,45.000000
1.248705607,45.000000
1.258638482,44.700000
1.269936733,45.150000
1.278639568,45.300000
1.288688709,44.700000
1.298826454,45.450000
1.309274010,45.600000
1.318891122,45.600000
1.328310978,45.150000
1.339622552,44.400000
1.349547184,44.550000
1.361027739,45.600000
1.370339412,44.850000
1.381179897,44.700000
1.392230735,44.550000
1.401695128,45.150000
1.411818651,45.450000
1.422995981,46.200000
1.432520365,44.850000
1.443854895,44.250000
1.455242914,45.000000
1.464551344,45.450000
1.474842150,45.300000
1.484471958,45.000000
1.495672660,44.700000
1.504276958,44.100000
1.514710630,44.700000
1.525428674,44.100000
1.534164053,45.600000
1.544729710,44.550000
1.555646471,45.750000
1.564685572,45.300000
1.575544620,45.000000
1.586667238,45.300000
1.596328752,44.850000
1.606278570,45.300000
1.617302915,44.850000
1.628266044,45.150000
1.636941777,45.150000
1.648244662,45.150000
1.659387086,44.700000
1.670164853,45.000000
1.680148409,45.450000
1.691247929,45.150000
1.701006756,45.150000
1.711152319,44.700000
1.722544453,44.250000
1.733091366,44.400000
1.743808690,45.000000
1.753642413,45.000000
1.762647617,44.100000
1.774205805,46.350000
1.784547945,45.300000
1.796045099,45.300000
1.805121926,43.950000
1.816188310,45.750000
1.825551743,45.450000
1.835239697,44.250000
1.845514921,45.300000
1.856036938,44.850000
1.865460387,45.000000
1.876655489,45.000000
1.887173410,45.000000
1.898250913,45.150000
1.908319290,44.400000
1.917677925,45.000000
1.927692910,45.600000
1.936472982,45.450000
1.947577442,44.550000
1.958799634,44.850000
1.967825413,44.850000
1.978688094,45.000000
1.987982291,45.300000
1.998490510,44.250000
2.008694081,45.000000
2.019194222,45.600000
2.028937132,45.000000
2.038620295,45.300000
2.047782731,45.600000
2.057593379,45.450000
2.066299873,45.000000
2.076452183,45.450000
2.085090796,45.300000
2.096685184,45.000000
2.105444254,45.300000
2.116353793,44.100000
2.125906892,44.700000
2.134892541,44.850000
2.145854417,44.250000
2.155534994,45.300000
2.166503484,46.050000
2.176363243,46.350000
2.187638028,44.400000
2.197434039,45.450000
2.208944570,46.200000
2.220317640,45.600000
2.231886833,45.150000
2.242621088,45.150000
2.252771391,44.550000
2.263556907,45.750000
2.274132264,45.300000
2.284700508,44.400000
2.293521828,44.250000
2.303568470,44.100000
2.314566589,45.900000
2.324297438,46.350000
2.333299990,45.600000
2.342345172,44.100000
2.351710311,45.150000
2.362978434,45.900000
2.373019626,44.400000
2.383313807,45.150000
2.394319684,45.150000
2.405101344,45.300000
2.416333474,44.700000
2.425009206,44.250000
2.434852688,45.150000
2.443761555,45.450000
2.452834902,44.250000
2.462117857,44.100000
2.470898890,44.400000
2.480607357,45.750000
2.489962014,44.700000
2.500378481,44.700000
2.509250409,44.700000
2.518172266,44.250000
2.527219042,44.850000
2.538259432,44.700000
2.547428319,45.000000
2.557547148,44.550000
2.566277311,45.300000
2.576174551,44.550000
2.587145155,45.450000
2.596102315,44.400000
2.607322095,44.250000
2.617066114,44.550000
2.628040655,45.000000
2.637693399,44.550000
2.648611281,44.550000
2.657428591,45.000000
2.666270277,45.000000
2.675340601,45.300000
2.685302351,44.700000
2.696261859,45.600000
2.706943726,45.600000
2.716357970,45.150000
2.726321043,45.750000
2.737113013,43.800000
2.745815035,45.000000
2.754835368,45.000000
2.763915506,45.150000
2.772654459,45.300000
2.783756726,44.550000
2.792579979,44.700000
2.802327054,45.450000
2.812977834,43.950000
2.822795447,45.300000
2.831883035,46.200000
2.842907082,44.550000
2.853589410,44.550000
2.864832859,45.000000
2.875047761,44.850000
2.885644200,44.850000
2.895627896,44.400000
2.906369488,44.400000
2.916739686,44.850000
